N¯;Description;Description de recherche;Stocks;QtÇ sur commande vente;QtÇ sur commande achat;Article de substitution;BloquÇ;PrÇ-commande;Vente bloquÇe;Achat bloquÇ;N¯ fournisseur;1-FAMILLE ;2-Ss Famille ;3-Ss Ss Famille ;4-Ss Ss Ss Famille;5-MARQUE;6-SEMMARIS;7-NUMERO UTI
106721;960058 - DEROULEUR MURAL INOX POUR HOUSSES JETABLES L.1010  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;GROSMAT;;GAFI;;N
106722;960211 - CLOCHE TRANSPARENTE P/ASSIETTE DIAM 23.5  (6 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;COLLECTIV;;GAFI;;N
106724;501645 - CAGETTE EN BOIS GN 1/1 BUFFET GN  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
106725;501646 - CAGETTE EN BOIS GN 1/2 BUFFET GN  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
106726;501647 - CAGETTE EN BOIS GN 1/3 BUFFET GN  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
106727;501648 - CAGETTE EN BOIS GN 1/4 BUFFET GN  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
106730;501652 - REHAUSSEUR BOITE EN BOIS 4X4H6CM BUFFET GN  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
106735;501658 - SUPPORT REHAUSSEUR  H10CM BUFFET GN  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
106740;004435 - DOUBLE MESURE A ALCOOL INOX  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;BAR;;GAFI;;N
106741;042100 - CURETTES A CRABES, HOMARDS - INOX LOT DE 12  (1 X 12 UNITêS );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
106742;042422 - PICHET ISOTHERME BLANC TORSADE 1.2L  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
106743;042602 - BROYEUR A GLACE BLANC  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;BAR;;GAFI;;N
106744;044441 - PORTE-FICHES A 8 RESSORTS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106745;044442 - PORTE-FICHES A 13 RESSORTS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106746;063290 - MARMITE A SOUPE BAIN-MARIE NOIRE  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;GROSMAT;;GAFI;;N
106747;063918 - OUVRE-BOITES MANUEL TOUT INOX NF HYGIENE ALIMENTAIRE - PLAQUE A  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106748;063919 - OUVRE-BOITES MANUEL TOUT INOX NF HYGIENE ALIMENTAIRE SOCLE SERRE PD  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106749;063920 - OUVRE-BOITE SECURITE SANS BORD TRANCHANT, SOCLE PLAQUE A VISSER  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106750;063921 - OUVRE-BOITE SECURITE SANS BORD TRANCHANT, SOCLE SERRE-JOINT  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106751;082750 - CADRE A OPERA - INOX - 330 X 330 X 35 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106752;082752 - CADRE A OPERA - INOX - 509 X 307 X 45 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106753;082754 - CADRE A OPERA - INOX - 565 X 365 X 45 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106754;082756 - CADRE A OPERA - INOX - 570 X 90 X 45 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106755;083906 - COUPE-FRITES PROFESSIONNEL SUR SOCLE EPOXY-COUTEAU ETAME  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106756;083938 - MOULIN ND3 INOX + 3 GRILLES  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106757;083942 - OUVRE-BOITES MANUEL INOX TETE COMPOSITE PLAQUE A VISSER - 550 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106758;083944 - OUVRE-BOITES MANUEL INOX TETE COMPOSITE SOCLE SERRE JOINT - 550  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106759;083946 - COUPE-TOMATES ET AGRUMES SECTIONS VERSION HAUTE - 6 SECTIONS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106761;083949 - OUVRE-BOITES MANUEL PROFESSIONNEL MODELE NICKELE - PLAQUE A VISSER  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106762;083950 - COUPE-TOMATES PM COMPACT PRO  INOX RONDELLES  5,5 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106763;083952 - JEU DE 8 LAMES INOX  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106764;083955 - OUVRE-BOITES MANUEL PROFESSIONNEL MODELE NICKELE - SERRE JOINT - 550  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106765;083957 - KIT DE RECHANGE POUR OUVRE-BOITES ELECTRIQUES OEXTC REMP 083954  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106767;085035 - COUPE-OEUFS RONDELLES INOX  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106768;085037 - COUPE-OEUFS INOX - 6 QUARTIERS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106769;086161 - PELLE A PIZZA INOX - RONDE - D 32  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106770;086198 - PLAQUE PATISSIERE-INOX-530 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106771;086216 - PLAQUE PATISSIERE-INOX - 600X400 H10 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106772;086670 - PLAQUE PATISSIERE PLEINE ALUMINIUM REVET ANTI-ADHERENT 530X325MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106773;086671 - PLAQUE PATISSIERE - ALUMINIUM REVETU ANTI ADHERENT  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106774;086680 - PLAQUE PATISSIERE - ALUMINIUM REVETU ANTI ADHERENT - 40X30  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106775;087148 - PIERRE A CUIRE 25 X 25 CM AVEC  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
106777;089806 - ARAIGNEE TISSEE INOX - D 16 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106778;097160 - CERCLE A VACHERIN INOX - EPAISSEUR 10/10E - D 280 MM H 60 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106779;097161 - CERCLE A VACHERIN INOX - EPAISSEUR 10/10E - D 240 MM H 60 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106780;156092 - OUVRE-BOITES PAPILLON 1ER PRIX - LOT DE 10  (1 X 10 UNITêS );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106781;280109 - MANDOLINE DU CHEF (REVERSIBLE)  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106782;280250 - TOURTIERE RONDE CANNELEE - ANTI ADHERENTE - FOND FIXE - D 320/310  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106783;280348 - CERCLE A TARTE - INOX - BORDS ROULES - EPAISSEUR 4/10EME - D 240  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106784;280352 - CERCLE A TARTE - INOX - BORDS ROULES - EPAISSEUR 4/10EME - D 280  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106785;280520 - CERCLE A TARTE HAUT - INOX - BORDS ROULES - EPAISSEUR 4/10EME - D 100  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106786;280521 - CERCLE A TARTE HAUT - INOX - BORDS ROULES - EPAISSEUR 4/10EME - D 240  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106787;280522 - CERCLE A TARTE HAUT - INOX - BORDS ROULES - EPAISSEUR 4/10EME - D 280  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106788;280523 - CERCLE A TARTE HAUT-INOX-BORDS ROULES - EPAISSEUR 4/10EME - D 320  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106789;280601 - AFFUTEUR A COUTEAUX A POIGNEE  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;COUTEAU;;GAFI;;N
106790;280616 - RASOIR A TRUFFES & PETITS LEGUMES INOX  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;COUTEAU;;GAFI;;N
106793;631037 - TOURTIERE CANNELEE PERFOREE - ANTI ADHERENTE - FOND MOBILE - D 280 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106794;631038 - TOURTIERE CANNELEE PERFOREE - ANTI ADHERENTE - FOND MOBILE - D 320 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106795;631046 - MOUFLE ANTI-CHALEUR PROFESSIONNELLE (COURTE)  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;VETEM;;GAFI;;N
106796;631047 - MOUVETTE - CUILLERE HETRE - 25 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106797;631048 - MOUVETTE - CUILLERE HETRE - 30 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106798;631049 - MOUVETTE - CUILLERE HETRE - 35 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106799;631050 - MOUVETTE - CUILLERE HETRE - 40 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106800;631051 - SPATULE BIAIS HETRE - 30 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106801;631052 - SPATULE BIAIS HETRE - 35 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106802;631053 - SPATULE BIAIS HETRE - 40 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106803;631154 - COUPE-PAIN SOCLE INOX - LAME DROITE 35 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;COUTEAU;;GAFI;;N
106804;905620 - RAPE A MUSCADE  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;BAR;;GAFI;;N
106805;910405 - CAKE PLIE BORDE SUR FIL -ANTI ADHERENT - 330X105 MM EXT / 302X77  (3 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106806;910420 - PLAQUE A FINANCIERS - 6 FINANCIERS ANTI ADHERENT - 380 X 180 MM  (3 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106807;910422 - CADRE A OPERA - INOX - 490 X 290 X 45 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106808;910487 - CERCLE A MOUSSE INOX - EPAISSEUR 8/ 10E - D 100 MM H 45 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106809;910488 - CERCLE A MOUSSE INOX - EPAISSEUR 8/ 10E - D 120 MM H 45 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106810;910489 - CERCLE A MOUSSE INOX - EPAISSEUR 10/10E - D 140 MM H 45 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106811;910490 - CERCLE A MOUSSE INOX - EPAISSEUR 10/10E - D 160 MM H 45 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106812;910491 - CERCLE A MOUSSE INOX - EPAISSEUR 10/10E - D 180 MM H 45 MM  (1 X 1 UNITê );;0,;1,;1,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106813;910640 - TARTELETTE RONDE CANNELEE - ANTI ADHERENTE - FOND MOBILE - D 100/85  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106814;910660 - TARTELETTE RONDE CANNELEE - ANTI ADHERENTE - FOND MOBILE - D 120/  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106815;911003 - CAISSE A GENOISE-INOX-386X236 MM INT / 400X300 MM EXT. - HAUTEUR  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106817;911014 - TARTELETTE RONDE CANNELEE - ANTI ADHERENTE - FOND FIXE - D 90/75 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106818;911016 - TARTELETTE RONDE CANNELEE - ANTI ADHERENTE - FOND FIXE - D 120/110  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106819;911017 - TARTE MAISON CANNELEE - ANTI ADHERENTE - FOND MOBILE - 350X110  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106820;911018 - TOURTIERE RONDE CANNELEE - ANTI ADHERENTE - FOND FIXE - D 240/230  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106821;911020 - TOURTIERE RONDE CANNELEE - ANTI ADHERENTE - FOND FIXE - D 280/270  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106822;911026 - BABA ROND OU DARIOLE - BORDE -  60 X48X60 MM-ANTI ADHERENT RUPT LONGUE  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106823;911033 - MANQUE ROND UNI - BORDE - ANTI ADHERENT - D 100/90 MM HAUTEUR 30  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106824;911066 - CERCLE A MOUSSE INOX - EPAISSEUR 6/ 10E - D 80 MM H 45 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106825;911070 - CERCLE A MOUSSE INOX - EPAISSEUR 10/10E - D 200 MM H 45 MM  (1 X 1 UNITê );;0,;1,;1,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106826;911142 - ROULEAU A PATISSERIE PP - 50 CM - D  5 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106827;911188 - GANT ANTICHALEUR AMBIDEXTRE TAILLE UNIQUE ROUGE ET NOIR  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;VETEM;;GAFI;;N
106828;MANDOLINE JAPONAISE - PETIT MODELE 65 MM - GAMME STANDARD - 911295 - 1 UNITê;;5,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106829;911301 - PELE-POMMES A VENTOUSE - TRANCHES 2 ET 4 MM - 2 VIS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106830;911302 - PELE-POMMES SERRE JOINT TRANCHES 4 MM - MODELE ORIGINAL  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106831;911304 - MANDOLINE JAPONAISE - GRAND MODELE 95 MM - GAMME PREMIUM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106832;911339 - PLAQUE 12 MADELEINES - ANTI ADHERENTE - 395 X 200 X 17 MM  (3 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106833;911430 - BRIOCHE GROSSES COTES - FOND PLAT ANTI ADHERENT - D 220/99 MM  H 87  (3 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106834;911432 - CAKE EMBOUTI - ANTI ADHERENT - 280X100 MM EXT / 250X 75 MM INT -  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106835;911448 - TOURTIERE RONDE CANNELEE - ANTI ADHERENTE - FOND MOBILE - D 240/  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106836;911450 - TOURTIERE RONDE CANNELEE - ANTI ADHERENTE - FOND MOBILE - D 280/  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106837;911452 - TOURTIERE RONDE CANNELEE - ANTI ADHERENTE - FOND MOBILE - D 320/  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106838;911475 - CANELE BORDELAIS - ALUMINIUM REVETU ANTI ADHERENT - 55 X 50 MM  (6 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106839;911481 - CERCLE A MOUSSE INOX - EPAISSEUR 6/ 10E - D 75 MM H 40 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106840;911483 - CERCLE A TARTE - INOX - BORDS ROULES - EPAISSEUR 4/10EME - D 100  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106841;911487 - PLAQUE A BAGUETTES - ANTI ADHERENTE - 380 X 320 MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106842;911492 - CERCLE A TARTE - INOX - BORDS ROULES - EPAISSEUR 4/10EME - D 320  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
106847;EPLUCHEUR A LEGUMES CASTOR - INOX - 912041  (1 X 1 UNITê );;24,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;COUTEAU;;GAFI;;N
106848;912110 - OUVRE-BOITES TITAN SEMI PROFESSIONNEL  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106849;912119 - EMINCEUR A CORNICHONS ET RADIS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;COUTEAU;;GAFI;;N
106851;914455 - DEROULEUR FILM ET ALU 45 CM PB MAT 1ERE  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106852;914899 - KIT RECHANGE OUVRE BOITE 03/05/OX5  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106853;914900 - KIT DE RECHANGE POUR OUVRE-BOITES MANUEL O2 / OX  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106854;914920 - COUPE-FRITES PROFESSIONNEL SUR SOCLE  EPOXY-COUTEAU ETAME  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106855;914921 - PELLE A FRITES INOX DROITIER (1 POIGNEE)  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
106856;914925 - DEROULEUR FILM ET ALU 30 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
