N¯;Description;Description de recherche;Stocks;QtÇ sur commande vente;QtÇ sur commande achat;Article de substitution;BloquÇ;PrÇ-commande;Vente bloquÇe;Achat bloquÇ;N¯ fournisseur;1-FAMILLE ;2-Ss Famille ;3-Ss Ss Famille ;4-Ss Ss Ss Famille;5-MARQUE;6-SEMMARIS;7-NUMERO UTI
105148;044154 - PASTA BOWL ASS CR 210 BL  (12 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VAISSE;;GAFI;;N
105151;044176 - SOUPIERE MINIATURE 10 CLS NOIRE  (12 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VERRECAFET;;GAFI;;N
105152;044181 - MINIATURE CARREE BASSE 70X70 BLANC  (12 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VERRECAFET;;GAFI;;N
105153;044192 - COUPELLE INCLINEE 96 BLANC 50ML  (12 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VERRECAFET;;GAFI;;N
105157;044222 - ASS PL 305X310X35 YANG JSQ EPUISEMENT  (12 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VAISSE;;GAFI;;N
105161;044236 - TERRINE FOIE GRAS 170X120X103 600GR  (4 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
105162;044237 - PRESSE FOIE GRAS 140X90 BLANC  (6 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
105163;044240 - THEIERE GENIE 500 ML  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VERRECAFET;;GAFI;;N
105164;044241 - THEIERE GENIE 350 ML  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VERRECAFET;;GAFI;;N
105165;044242 - POT A LAIT GENIE 350 ML  (12 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VERRECAFET;;GAFI;;N
105166;044243 - POT A LAIT GENIE 150 ML  (4 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VERRECAFET;;GAFI;;N
105167;044247 - PLAT A CREME BRULEE 122HT 23  (6 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VERRECAFET;;GAFI;;N
105172;044274 - BOL MOANA 15.9X14X7.3 JSQ EPUISEMENT  (36 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VAISSE;;GAFI;;N
105194;044478 - ASS PORCELAINE BL 28X2.5 EMPILABLE  (3 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VAISSE;;GAFI;;N
105199;063270 - COUPELLE GOUTTE D'EAU 25CL BLANCHE  (6 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VERRECAFET;;GAFI;;N
105200;063271 - COUPELLE GOUTTE D'EAU 5.5CL BLANCHE  (12 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VERRECAFET;;GAFI;;N
105201;063275 - SOUPIERE MINIATURE 6 CLS BLANC ZX005  (12 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VERRECAFET;;GAFI;;N
105203;063280 - COUPELLE PARAPLUIE CARRE 7.6X7.6X3  (12 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VERRECAFET;;GAFI;;N
105204;063296 - BOL A SALADE 180X180X84 BLANC  (4 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
105205;063297 - SOUPIERE TETE DE LION 130X118X73 BL 450ML  (4 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
105206;064123 - PLAT OEUFS 143 BL -018481 HJ3398-18  (6 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VERRECAFET;;GAFI;;N
105207;005841 - PASSOIRE CONIQUE SUR PIED 40 CM.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105208;033162 - PINCE INOX BAG GASTRONORM A:SILICON  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105209;041635 - CUILLER A RAGOUT PLEINE  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105210;041636 - CUILLER A RAGOUT PERFOREE  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105211;041646 - PINCE A SPAGHETTIS INOX  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105212;PINCE DE SERVICE INOX JUMBO 24 CM - 041653 - (1 X 1 UNITê );;3,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105213;PINCE DE SERVICE INOX 40 CM - 041654 - (1 X 1 UNITê );;4,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105214;041675 - SUPPORT SEAU CHAMPAGNE  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;BAR;;GAFI;;N
105215;041703 - COUPELLE CONIQUE MARTELEE ART REMPLA ZODIAC PCT-H  (12 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
105216;042600 - SUPPORT PLATEAU FRUITS DE MER INOX  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
105217;044450 - PORTE FICHE 61CMS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105218;044452 - PORTE FICHE 92CMS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105219;044453 - SUPPORT POUR DOSEUR SAUCE 25CLS 30.5X9 H 7.7CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105220;044455 - SUPPORT POUR DOSEUR SAUCE 36.5X10 H7.7 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105221;054107 - PANIER A PAIN INOX 18CMS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
105222;054108 - PANIER A PAIN INOX 20CMS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
105223;086165 - SEAU NON GRADUE INOX 12L SS BASE  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105224;086166 - POT GRADUE INOX 1 L  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105225;086169 - POT GRADUE INOX 2 L  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105226;086209 - ENTONNOIR A PISTON 1.9 L +PIED FIL D19CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105227;087232 - MINI PANIER 10X8.5XH6  (6 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
105228;089801 - PORTE PLANCHES PR 6 PLANCHES 46X25C  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105229;089804 - ARAIGNEE TISSEE INOX - D 12 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105230;089805 - ARAIGNEE TISSEE INOX - D 14 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105231;089810 - ARAIGNEE TISSEE INOX - D 20 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105232;089811 - ARAIGNEE TISSEE INOX - D 22 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105233;089812 - ARAIGNEE TISSEE INOX - D 24 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105234;089813 - ARAIGNEE TISSEE INOX - D 26 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105235;089814 - ARAIGNEE TISSEE INOX - D 18 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105236;094081 - ROULETTE A PIZZA 10 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105237;096861 - DZ BROCHETTE ACIER INOXYDABLE 30CM  (1 X 12 UNITêS );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105238;096993 - SPATULE DROITE MANCHE SOLIDE 30 CMS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105239;096994 - SPATULE DROITE MANCHE SOLIDE 35 CMS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105240;096995 - SPATULE COUDEE MANCHE SOLIDE 20 CMS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105241;096996 - SPATULE COUDEE MCHE SOLIDE 25.4CMS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105242;097120 - SPATULE INOX PLEINE 7.5X21.5 CMS.  (1 X 1 UNITê );;1,;1,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105243;097121 - SPATULE PERFOREE INOX 7.5X21.5 CMS.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105244;097122 - SPATULE TRIANGULAIRE INOX  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105245;098122 - PASSOIRE CHINOIS MAILLE 20 CM.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105246;280612 - SPATULE INOX COUDE 10CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105247;280680 - RAPE 4 FACES 23 CMS.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105248;280772 - SAUPOUDREUSE FINES  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105249;280773 - SAUPOUDREUSE TAMIS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105250;905033 - CUILLERE A GLACE 18:10 36 BOULES.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VERRECAFET;;GAFI;;N
105251;911118 - BASSINE PATISSIERE 20 CMS.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105252;911119 - BASSINE PATISSIERE 28 CMS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105253;911120 - BASSINE PATISSIERE 24 CMS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105254;911123 - BASSINE PATISSIERE 32 CMS  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105256;911596 - BOL CONIQUE INOX GARINOX 20 CM 1L CODE REMPLACEMENT 14019  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105257;911597 - BOL CONIQUE INOX GARINOX 25 CM 2L  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105258;911598 - BOL CONIQUE INOX -GARINOX- 30 CM 3L  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105259;911599 - BOL CONIQUE INOX GARINOX 34 CM 5L  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105260;912000 - LOUCHE INOX MONOBLOC STANDARD D 06  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105261;912002 - LOUCHE INOX MONOBLOC STANDARD D 08  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105262;912004 - LOUCHE INOX MONOBLOC STANDARD D 10  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105263;912006 - LOUCHE INOX MONOBLOC STANDARD D 12  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105264;912008 - LOUCHE INOX MONOBLOC STANDARD D 14  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105265;912010 - LOUCHE INOX MONOBLOC STANDARD D 16  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105266;912012 - LOUCHE INOX MONOBLOC STANDARD D 18  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105267;912013 - LOUCHE INOX MONOBLOC STANDARD D 20  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105268;912016 - CUILLERE A ARROSER DE COTE INOX MON  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105269;912018 - ECUMOIRE INOX MONOBLOC STANDARD D8  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105270;912020 - ECUMOIRE INOX MONOBLOC STANDARD 10  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105271;912022 - ECUMOIRE INOX MONOBLOC STANDARD D12  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105272;912024 - ECUMOIRE INOX MONOBLOC STANDARD D14  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105273;912026 - ECUMOIRE INOX MONOBLOC STANDARD D16  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105274;912028 - ECUMOIRE INOX MONOBLOC STANDARD D 1  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105275;912030 - ECUMOIRE INOX MONOBLOC STANDARD D20  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105276;912032 - FOUET SUPER 12 25 CMS.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105277;912034 - FOUET SUPER 12 30 CMS.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105278;912036 - FOUET EXTRA 8 35 CMS.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105279;912082 - PASSOIRE CONIQUE SUR PIED 36 CM.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105280;912083 - PASSE BOUILLON 16 CMS.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105281;912084 - PASSE BOUILLON 14 CMS.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105282;912085 - PASSE BOUILLON 18 CMS.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105283;912089 - PASSE BOUILLON 20 CMS.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105284;912091 - CHINOIS TOILE METAL A CROISSILLON DIAME 20X22 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105285;912092 - PASSOIRE CHINOIS 18 CMS.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105286;912095 - PASSOIRE CHINOIS 24 CMS.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105287;912097 - PASSOIRE CHINOIS 20 CMS.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105288;912200 - FOUET EXTRA 8 40 CMS.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105289;912210 - SPATULE UNIE MONOBLOC STANDARD DE 1  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105290;912211 - SPATULE PERCEE INOX MONOBLOC STAND.  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105291;914036 - PINCE COULEUR 241MM NOIR  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105292;914037 - PINCE COULEUR 241MM JAUNE  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105293;914038 - PINCE COULEUR 241MM ROUGE  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105294;914039 - PINCE COULEUR 241MM VERT  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105295;914040 - PINCE COULEUR 241MM BLEUE  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105296;914046 - BASSINE LISSE EN INOX 53X38X25 CM VOIR LACOR 62272  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;BAR;;GAFI;;N
105297;914093 - RAMASSE MIETTES  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;SERVIC;;GAFI;;N
105298;914468 - RACK A VERRES CHROME - FIXATION SUS 31 CM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;VERRECAFET;;GAFI;;N
105299;984010 - RANGE PLANCHES INOX 6 PLACES  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;COUTEAU;;GAFI;;N
105300;986470 - TAMIS INOX D 21 CM - MAILLE 0.8MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105301;986471 - TAMIS INOX D 30 CM - MAILLE 0.8MM  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;USTPAT;;GAFI;;N
105302;988300 - CUISEUR A RIZ 4.2L  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;GROSMAT;;GAFI;;N
105303;989303 - PERCOLATEUR 6.5L  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;BAR;;GAFI;;N
105304;989304 - PERCOLATEUR 12L  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;BAR;;GAFI;;N
105305;989305 - PERCOLATEUR 15L  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ARTTABLE;BAR;;GAFI;;N
105306;896304 - BALANCE ELECTRONIQUE 5KG/1G NOIRE  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105307;980745 - BALANCE RECEP.ELECTRONIQUE 60KG/20G DIGITALE  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105308;980752 - BALANCE MECANIQUE 5 KG/20GR  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105309;980759 - BALANCE MECANIQUE 20KG/50GR  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105310;980761 - BALANCE ELECTRONIQUE 3KG/0.1GR DIGITALE  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105311;980763 - BALANCE ELECTRONIQUE 6KG/0.2GR  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
105312;980764 - BALANCE ELECTRONIQUE 15KG/2GR  (1 X 1 UNITê );;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100742;NON ALIM;ACUIS;PREPAR;;GAFI;;N
